relation,x_type,y_type,x_id,y_id,uid,x_preferred_name,y_preferred_name,x_preferred_name_score,y_preferred_name_score
bioprocess_protein,biological_process,gene/protein,kg4rd:30432,kg4rd:1756,:32789934:BngFtAbRqwvviXL44rVkpf,peristalsis,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:158,:32772581:KDLdYApSwBGtac4MpZQDDJ,duchenne muscular dystrophy,macroglossia,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1260,:32772581:jaqaG66Pn4pbAf3C9p9ubi,duchenne muscular dystrophy,dysarthria,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1795,:32766788:PxYynaaBpzH7syG3FrtPTo,duchenne muscular dystrophy,dock3,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33044,:32758414:MZTQt98TjcvtAzqiNZ9eLj,duchenne muscular dystrophy,motor regression,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25267,:32740854:Hkret5agmync4Xvs8xRdZk,duchenne muscular dystrophy,snoring,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:10651,:32738034:oUtpZT79vDcNeN6gfzboZX,duchenne muscular dystrophy,menkes disease,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2066,:32592467:Mcq2gfvjAPVs7XuQCNmnmK,duchenne muscular dystrophy,erbb4,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6647,:32592467:FfukU4VuPEgURy9wq95ZDM,duchenne muscular dystrophy,sod1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1270,:32592467:DhGjdduCRNYYMsnx5Af845,duchenne muscular dystrophy,cntf,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:822,:32447503:HQxpK4qVuxb3Pad3E2eGEh,duchenne muscular dystrophy,hypertension,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12595,:32447503:Mb5hsfKzXqyJ6KAiDgh7xF,duchenne muscular dystrophy,mild proteinuria,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2150,:32447503:eGoKxScNrmasMoz73fqDv5,duchenne muscular dystrophy,hypercalciuria,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3127,:32447503:Ev7eR2NpdWtF2FJMfeyVsD,duchenne muscular dystrophy,hypocalciuria,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3109,:32447503:fPQxWVGf8S6R68P65ecmEA,duchenne muscular dystrophy,hyperphosphaturia,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3149,:32447503:dfr3bBDEESWyqsPUVUFqMC,duchenne muscular dystrophy,hyperuricosuria,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2149,:32447503:LYf4nhj7MUAQdui4f8yutf,duchenne muscular dystrophy,hyperuricemia,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10468,:32419339:jo2naDoVgH5tnfQhZcQyZS,duchenne muscular dystrophy,fst,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:739,:32222927:WXNffZSuB3D3cAvEgmXtWi,muscular dystrophy,anxiety,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:716,:32222927:DbGzuG3qVkeqpiGQMoHD5C,muscular dystrophy,depression,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:5816,:32211681:WBGRNWxjbxD6Xo9PfSbtcC,qualitative or quantitative defects of dystrophin,pvalb,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:7273,:32211681:BoHX9HwvhXJ5adMwUYciBg,qualitative or quantitative defects of dystrophin,ttn,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:216,:32157826:8tWbiTiN29e52XFShjP2Ax,regeneration,aldh1a1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:220,:32157826:RDeZKC4GCTQUNzMgevfaRw,regeneration,aldh1a3,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:219,:32157826:44iw4XgcLxpc65ovxHQeV8,regeneration,aldh1b1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:217,:32157826:fWGA3LyQgfLJ9QmjrXMqEk,regeneration,aldh2,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:224,:32157826:gNvwG4tWw29KWF2h5ktDK2,regeneration,aldh3a2,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:501,:32157826:FV7or8bQdgswq2MBBanUBM,regeneration,aldh7a1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:64577,:32157826:nsjnBYuNefSTxvMYywN49o,regeneration,aldh8a1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:223,:32157826:cLS3BgXmPupfnvuV3ZUYVY,regeneration,aldh9a1,1000.0,1000.0
