relation,x_type,y_type,x_id,y_id,uid,x_preferred_name,y_preferred_name,x_preferred_name_score,y_preferred_name_score
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1942,:37724986:3RSWU9eLWWvJtTFEegZNzd,duchenne muscular dystrophy,metabolic acidosis,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:8056,kg4rd:1756,:37666691:PwpWBPohBfBvWrDyRcUsGP,myotonic dystrophy,dmd,1000.0,1000.0
disease_disease,disease,disease,kg4rd:5252,kg4rd:4992,:37628775:CZPu6CeNmm2oJgwcrNTgeA,heart failure,cancer,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:1756,:37602688:e2rtoKVDab2NVdXcQyks2N,loss of ambulation,dmd,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:19079,kg4rd:6606,:37596438:Lj7HNUgog6vntwfGA8q3cF,proximal spinal muscular atrophy,smn1,1000.0,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:25169,kg4rd:12719,:37581390:YnSyvBjmptjjacE5wVYj22,left ventricular systolic dysfunction,functional abnormality of the gastrointestinal tract,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3199,:37545256:NoRjDccqtq5Xx3xrXQyS47,duchenne muscular dystrophy,decreased muscle mass,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2721,:37545256:8ENgW6YqUqXbfEiMXWU4mE,duchenne muscular dystrophy,immunodeficiency,1000.0,88.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2942,:37482906:P9oSpFioWMmVkmdu54WPLx,duchenne muscular dystrophy,thoracic kyphosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2938,:37482906:3e8ZUaGdhUwx2wzAmHwfi3,duchenne muscular dystrophy,lumbar hyperlordosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9063,:37481234:N3E7545is5Mf4G2gbc5EG2,duchenne muscular dystrophy,progressive distal muscle weakness,1000.0,90.14084507042254
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2354,:37415288:YitRFPKGE4Dy8AJHxjkSM9,duchenne muscular dystrophy,memory impairment,1000.0,97.14285714285714
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:10807,kg4rd:689,:37334614:33qXkhRQmCz8ZEY4V3Pgau,open bite,dental malocclusion,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19056,kg4rd:10807,:37334614:U5nYXYjfonqUZ2ZKhAAdcf,neuromuscular disease,open bite,97.67441860465115,1000.0
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:9102,kg4rd:1252,:37334614:VKHSFhft5F6LceVWAPdvV7,anterior open-bite malocclusion,hypotonia,85.71428571428572,86.48648648648648
bioprocess_protein,biological_process,gene/protein,kg4rd:16236,kg4rd:50650,:37311604:8fxgsCuNU3j5B3pjbRhjxF,macroautophagy,arhgef3,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:16236,kg4rd:6093,:37311604:6M7L76YoDUfe5AdZbFKd8V,macroautophagy,rock1,1000.0,88.88888888888889
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:50650,:37311604:CtUfdw7h4fH8EAU2Nd9bwr,duchenne muscular dystrophy,arhgef3,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12037,:37239853:FeFtogaXVem4Xxabgm2ahf,duchenne muscular dystrophy,pectoralis amyotrophy,1000.0,90.0
disease_protein,disease,gene/protein,kg4rd:5212,kg4rd:5324,:37163936:MhtPbHEqCTXrTWjBroJdpZ,rhabdomyosarcoma,plag1,88.88888888888889,1000.0
disease_protein,disease,gene/protein,kg4rd:10399,kg4rd:2710,:37091526:Knhydz3YWgCLkJmYdAXd2U,chromosome xp21 deletion syndrome,gk,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10399,kg4rd:190,:37091526:FEinLDy8q8gktBexmVBQcF,chromosome xp21 deletion syndrome,nr0b1,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:7743,:37084967:7cdJSQgqPLQTf6TTSPmqYr,duchenne muscular dystrophy,attention deficit-hyperactivity disorder,1000.0,100.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:10535,:37072321:P2vdRB4gyR8pTgju9gtDzK,muscular dystrophy,sleep apnea,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:2791,:37072321:2fkA4SDEJaqWE9S9QnbGSw,muscular dystrophy,hypoventilation,1000.0,1000.0
disease_disease,disease,disease,kg4rd:20121,kg4rd:8056,:37072321:KBvGAgRG3GzdXmuMhHkzvM,muscular dystrophy,myotonic dystrophy type 1,1000.0,95.45454545454545
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8056,kg4rd:10535,:37072321:9oZLHS7UzCKcVZwPMeZagq,myotonic dystrophy type 1,sleep apnea,95.45454545454545,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:44875,kg4rd:2791,:37072321:PmQE4izu49CBRszaXUQdcC,coronary microvascular disorder,hypoventilation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16367,kg4rd:2791,:37072321:Yadayp3a3oWHqCs9ws6q8i,dermatomyositis,hypoventilation,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10651,kg4rd:5200283,:37072321:YHyY53hkjQfH2yvxCpE3AH,menkes disease,sleep-related breathing disorders,1000.0,88.13559322033898
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10651,kg4rd:2747,:37072321:bo6SsjrHnVwfecP4m5Rksy,menkes disease,respiratory insufficiency due to muscle weakness,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:40007,kg4rd:6885,:37071470:oMAuJnAS9R6L8oLnRngCnG,growth,map3k7,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6885,:37071470:SixG5kw88wyBkdBjgGETBg,duchenne muscular dystrophy,map3k7,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2203,:37063046:BZtnsRXaqvJLrxRmbwjNy2,duchenne muscular dystrophy,respiratory paralysis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1036,:37063046:JcnEuhdHgdBbiU78LABA3M,duchenne muscular dystrophy,parakeratosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6001166,:37063046:YjapgaXNcvtrjgL9Jf9fN2,duchenne muscular dystrophy,spongiosis,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:11675,:37032434:PgJmBiZ8i6i8sEqEt3VmCq,qualitative or quantitative defects of dystrophin,arrhythmia,88.23529411764706,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:16620,:37011981:NNVkqbrwNTiimXpKgxDa9z,duchenne muscular dystrophy,primary hypertrophic osteoarthropathy,1000.0,87.87878787878788
disease_disease,disease,disease,kg4rd:10679,kg4rd:19079,:37011981:LtdSadu2Wb7qvimceRTMkA,duchenne muscular dystrophy,proximal spinal muscular atrophy,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:10383,:37011981:LT4amt5J6T3akMubLNJnFB,duchenne muscular dystrophy,fragile x syndrome,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10679,kg4rd:11305,:37011981:HpwETAw9YXPBxa9oEeS44y,duchenne muscular dystrophy,cerebral cavernous malformation 3,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10311,kg4rd:16620,:37011981:8AgZ4VHhxpHYDWB9onkknt,becker muscular dystrophy,primary hypertrophic osteoarthropathy,1000.0,87.87878787878788
disease_disease,disease,disease,kg4rd:10311,kg4rd:19079,:37011981:8WDBaxny48seSD6VgvWxDG,becker muscular dystrophy,proximal spinal muscular atrophy,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10311,kg4rd:10383,:37011981:59LarZQf2jaot3gGf2zpoY,becker muscular dystrophy,fragile x syndrome,1000.0,1000.0
disease_disease,disease,disease,kg4rd:10311,kg4rd:11305,:37011981:2nQohsNncJ9gT8WCRdwVev,becker muscular dystrophy,cerebral cavernous malformation 3,1000.0,1000.0
disease_disease,disease,disease,kg4rd:13591,kg4rd:18975,:37011981:c3ikGKx2HpGqtmUN5SSp7T,"epiphyseal dysplasia, multiple, 6",neurofibromatosis type 1,100.0,1000.0
disease_disease,disease,disease,kg4rd:24530,kg4rd:14086,:37011981:4U6GxzrtUveMjwRcanA97H,bethlem myopathy 1a,osteogenesis imperfecta type 15,1000.0,1000.0
disease_disease,disease,disease,kg4rd:12020,kg4rd:8026,:37011981:TVCkg4aWAfYXmsBio4Zsfa,chromosome 22q11.2 microduplication syndrome,autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures,1000.0,100.0
bioprocess_protein,biological_process,gene/protein,kg4rd:6936,kg4rd:4644,:36995778:PuKsJADsrHbepn3qQYG73J,muscle contraction,myo5a,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2615,:36980233:9BmfTTwvxBHT5MjuJMv3ks,duchenne muscular dystrophy,hypotension,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:54465,:36935420:L9hQfqsow4wh9Lu3pCCMJe,duchenne muscular dystrophy,etaa1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:84552,:36935420:bYP7vnCdFXJ9GmadZKd8vA,duchenne muscular dystrophy,pard6g,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:442117,:36935420:e63bnxCatZ4dvZQXUhdiEA,duchenne muscular dystrophy,galntl6,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4121,:36935420:DyeKCY8ds4Uspt45rj5kxj,duchenne muscular dystrophy,man1a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:171019,:36935420:FJZbgE6KxcWrbk9UJSFjn4,duchenne muscular dystrophy,adamts19,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:83988,:36935420:mRNxjPAQ6EW4X6Zgm2oStR,duchenne muscular dystrophy,ncald,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:1015,kg4rd:7402,:36905929:WUdE4Ea5ztpAjqyttR6sKE,musculature,utrn,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:35432,kg4rd:825,:36833417:Du2Xa853oWkbmyJf5TQbqg,pomgnt2-related limb-girdle muscular dystrophy r24,capn3,96.1038961038961,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3690,:36814107:EB6WRXTHVPytx4BHJ9P36B,duchenne muscular dystrophy,limb muscle weakness,1000.0,86.66666666666667
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4000004,:36793101:JGpv4Vb9F9xGXPzRS87H8Q,duchenne muscular dystrophy,myocardial late gadolinium enhancement,1000.0,95.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:361,:36675000:SGrFAuyxgDx5WAzcerSrHA,duchenne muscular dystrophy,aqp4,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:16140,kg4rd:361,:36675000:9GCqQ6JoyyoYD3uNwG4J36,sarcoglycanopathy,aqp4,88.88888888888889,1000.0
disease_protein,disease,gene/protein,kg4rd:16145,kg4rd:361,:36675000:VjrpYyNqXw8Q7X8wxJAHJb,qualitative or quantitative defects of dysferlin,aqp4,87.5,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:358,:36675000:VqYe2Ttnbopw6ujTaL6g25,duchenne muscular dystrophy,aqp1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:3009,kg4rd:361,:36675000:65YKb6Gr7Kke5Yub5ctnjD,skeletal muscle contraction,aqp4,86.27450980392157,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:29108,:36619896:n2faRYuQYho6RtHaHBNDLY,duchenne muscular dystrophy,pycard,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:8767,:36619896:XTTwbPfUsPAGiYzjCpdeST,duchenne muscular dystrophy,ripk2,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:834,:36619896:nEZxdAZcgU7JV7shoEA2iF,duchenne muscular dystrophy,casp1,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5605,:36619896:MhvZbjrXhASwtCyvYUfpNu,duchenne muscular dystrophy,map2k2,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4060,:36619896:iedxdEwFkCtwNzPkYEefRR,duchenne muscular dystrophy,lum,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6194,:36619896:3hk4THYjC9hsvCcs8vVXrW,duchenne muscular dystrophy,rps6,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:27250,:36619896:eyZMVJ33EGffnqx9sm4BGD,duchenne muscular dystrophy,pdcd4,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7291,:36619896:mucnuuHQ6fqvqrW4y9vHkN,duchenne muscular dystrophy,twist1,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3091,:36619896:hM3zTnrmio3wXxrj7R369v,duchenne muscular dystrophy,hif1a,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100419743,:36619896:HDPKSkAjHzajKyfKFx3bri,duchenne muscular dystrophy,dbet,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:401093,:36619896:3xxZPdhDKVkreGMZQnNELk,duchenne muscular dystrophy,mbnl1-as1,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100128537,:36619896:o9GwL3AEKz2cSJZDn6EmRR,duchenne muscular dystrophy,mir29b2chg,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100131564,:36619896:JG3GWK7tE9n8X3AM4eWvF7,duchenne muscular dystrophy,ccdc18-as1,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:101927204,:36619896:XZ5k3J7sKs4LLnDd6R3x2D,duchenne muscular dystrophy,fam111a-dt,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:60674,:36619896:PrxcEKotAC8zhaRLHc6Kg3,duchenne muscular dystrophy,gas5,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:106144584,:36619896:9oaHf8FgUfKS5kSos7BmDD,duchenne muscular dystrophy,linc01290,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:338758,:36619896:WikUqu4NyBgN9Wg4h5ntGP,duchenne muscular dystrophy,atp2b1-as1,93.10344827586206,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100507463,:36619896:giGeDrU7YUq5h8RTdeb8sj,duchenne muscular dystrophy,psmb8-as1,93.10344827586206,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:10413,:36609344:LDs4zLpZTE3HDW6HDfHgPm,regulation of cytoskeleton organization,yap1,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:6662,:36609344:PXuu2vqzcEd497vonAmTpm,regulation of cytoskeleton organization,sox9,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:6010,:36609344:A5dRFa37i6xdPnw6uyzctx,regulation of cytoskeleton organization,rho,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:84366,:36609344:M8SzKhpb5tFtSamroGcrnW,regulation of cytoskeleton organization,prac1,1000.0,85.71428571428572
bioprocess_protein,biological_process,gene/protein,kg4rd:51493,kg4rd:7471,:36609344:CaTj2udcjYnCLSmRKfhybW,regulation of cytoskeleton organization,wnt1,1000.0,85.71428571428572
bioprocess_protein,biological_process,gene/protein,kg4rd:51146,kg4rd:7026,:36597355:Vw9nFzoGZZZ4gZVV9kg3AC,striated muscle cell differentiation,nr2f2,90.41095890410959,88.88888888888889
phenotype_protein,effect/phenotype,gene/protein,kg4rd:25464,kg4rd:7026,:36597355:L6KDZ2wZ8YZS4o4zNp76hv,increased reactive oxygen species production,nr2f2,1000.0,88.88888888888889
bioprocess_protein,biological_process,gene/protein,kg4rd:32042,kg4rd:7026,:36597355:WrqbrEUZcoaBWz2PWTSQtT,mitochondrial dna metabolic process,nr2f2,92.3076923076923,88.88888888888889
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:7026,:36597355:Fp3Gnnyta5p98hUbST5zMc,inflammatory response,nr2f2,1000.0,88.88888888888889
bioprocess_protein,biological_process,gene/protein,kg4rd:1525,kg4rd:7026,:36597355:h4aJh2S5GZPH8hoSB4tea9,angiogenesis,nr2f2,1000.0,88.88888888888889
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:710,:36596079:cqjqvUi7QMkNMabf74qhqE,duchenne muscular dystrophy,serping1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2162,:36596079:cavZUdase8s6wYtgsMN6u3,duchenne muscular dystrophy,f13a1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:716,:36596079:kRneMxkoNtfwsVbhncDm7s,duchenne muscular dystrophy,c1s,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:715,:36596079:UNXxNtkbqs4bM8FKZFbY7k,duchenne muscular dystrophy,c1r,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3113,:36596079:ZP2RQhzKc3D7dukez9G6GH,duchenne muscular dystrophy,hla-dpa1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:6442,:36575883:7BWvpMuQJ8uDHh7aaMm5GL,muscular dystrophy,sgca,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:79147,:36575883:96XdgPzabxq8wFaLTqQLvW,muscular dystrophy,fkrp,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:203859,:36575883:oTXThTEfBL7kZFKMj6zGfP,muscular dystrophy,ano5,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1292,:36575883:oRGMSwfLP54uzKcMQMA8yo,muscular dystrophy,col6a2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1180,:36575883:DduAuzPfEzbCk4MDQGCyQk,muscular dystrophy,clcn1,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:10020,:36575883:9firhTtBUw9s3iGinfp64c,muscular dystrophy,gne,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:84892,:36575883:4AtgCUAXnjax6mumH6oGaC,muscular dystrophy,pomgnt2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:2318,:36575883:Gn9TQPumZpL2dBKSFrshoe,muscular dystrophy,flnc,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:11003,:36517287:agrqgufGxKmEqq7CQ6XmGY,duchenne muscular dystrophy,high myopia,1000.0,85.71428571428572
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:8518,:36515166:X2cteEBReaQhHK9uRuoDcU,"somatic muscle, invertebrate",elp1,1000.0,85.71428571428572
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:8518,:36515166:BJpzvVTRnJmJNYoxfdEed2,dorsal vessel heart,elp1,1000.0,85.71428571428572
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10159,:36483550:dKxQfaNbXPgmAZ4M2oDd5Z,duchenne muscular dystrophy,atp6ap2,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1520,:36483550:WuSaMuFcUFjTrmg3JgMHwq,duchenne muscular dystrophy,ctss,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7431,:36483550:dPQtrrN8Ba4DY5tULh2UEC,duchenne muscular dystrophy,vim,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25502,:36443054:AL762QkodSn962ze4y86oC,duchenne muscular dystrophy,overweight,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12337,:36418198:iAXwbkvf7JiEpjp6gCB6E4,duchenne muscular dystrophy,abnormal homeostasis,1000.0,88.88888888888889
disease_protein,disease,gene/protein,kg4rd:5578,kg4rd:10394,:36409173:3r6H7JCZsgcKMUoQtVHMsV,arthritic joint disease,prg3,1000.0,88.88888888888889
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10394,:36409173:YkPAto5uATUQPxcwhRynZt,duchenne muscular dystrophy,prg3,93.10344827586206,88.88888888888889
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:518,:36404230:CirYL8gphd9H6pHNVDxkgP,duchenne muscular dystrophy,cataract,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2353,:36404230:NerUyKktAb5N3ayBdQhGfz,duchenne muscular dystrophy,eeg abnormality,1000.0,94.11764705882352
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:551,:36404230:9TFobMVdu4dqttbhruueta,duchenne muscular dystrophy,color vision defect,1000.0,87.17948717948718
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:10013,:36402791:fG5AxDasnfRgtpcEGfFYkf,skeletal muscle atrophy,hdac6,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:10013,:36402791:L2h9jRrMaDkWo3ym8oN3P4,duchenne muscular dystrophy,hdac6,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:65007,kg4rd:7402,:36401046:md82NCkgvMWEUiV2CZQX68,biological regulation,utrn,90.9090909090909,88.88888888888889
disease_disease,disease,disease,kg4rd:10679,kg4rd:4995,:36322201:iYkAAy5Lk5uLWpWCbxUZKK,duchenne muscular dystrophy,cardiovascular disorder,1000.0,1000.0
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:5627,:36306991:Hvx8qaGHMHcd99mhKHEHow,"somatic muscle, invertebrate",pros1,1000.0,94.11764705882352
disease_disease,disease,disease,kg4rd:19079,kg4rd:19056,:36270935:TLqxupig5HvhZY6ET8WQ97,proximal spinal muscular atrophy,neuromuscular disease,1000.0,97.67441860465115
disease_disease,disease,disease,kg4rd:8056,kg4rd:19056,:36270935:hPoCuVWB5oLj6QU2BtxEYv,congenital myotonic dystrophy,neuromuscular disease,86.20689655172413,97.67441860465115
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:205,:36269327:H4Jm5iw2xWUJQaiXUETAgv,duchenne muscular dystrophy,ak4,1000.0,85.71428571428572
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:718,:36215287:Y7iUhgamhyr3LuE9huabE2,duchenne muscular dystrophy,aggressive behavior,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25149,:36142754:FZYALG3FTTg6Hf4B9tcpZV,duchenne muscular dystrophy,atrophic muscularis propria,1000.0,93.10344827586206
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:10589,:36142572:JNBcrmyyoiP4ZYPMjoxGXW,"somatic muscle, invertebrate",drap1,96.7741935483871,88.88888888888889
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8030,kg4rd:100785,:36137167:W7zohba7oD8JSi6QUxGJrU,facioscapulohumeral muscular dystrophy 1,insomnia,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3323,:36130887:MmttrSenTFBhS8M84bRZSb,becker muscular dystrophy,progressive muscle weakness,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16098,kg4rd:3701,:36130887:GELTdhomZstfViKrCTmPzg,immune-mediated necrotizing myopathy,proximal muscle weakness,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:25406,kg4rd:1756,:36123393:TYT6fPeCxvpkd5GFVBJzwp,asthenia,dmd,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12531,:36112314:mtKPUG7zHMHGwbK32eGGJ7,duchenne muscular dystrophy,pain,1000.0,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3552,:36112314:9LPqPPGtiqLFEvbrYwewUc,duchenne muscular dystrophy,muscle stiffness,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2360,kg4rd:1756,:36099033:jg5gx2j77PJn7wQLJxXsp2,sleep abnormality,dmd,85.71428571428572,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:271,kg4rd:7225,:36099033:dgknbNtEqFYhpFMy8VoCou,abnormality of the face,trpc6,88.88888888888889,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:57585,:36059045:V5LRdHTATX46tUj5bTVJkF,skeletal muscle atrophy,cramp1,1000.0,90.9090909090909
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:57585,:36059045:aD8WrE34RySggQE926Fa8Z,inflammatory response,cramp1,1000.0,90.9090909090909
bioprocess_protein,biological_process,gene/protein,kg4rd:19933,kg4rd:57585,:36059045:LvcsAHU3iDGPkAzt7Qd6g6,camp-mediated signaling,cramp1,86.66666666666667,90.9090909090909
phenotype_protein,effect/phenotype,gene/protein,kg4rd:7269,kg4rd:57585,:36059045:nWPbMxQHbqZX2282hBCDtU,spinal muscular atrophy,cramp1,85.18518518518519,90.9090909090909
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:57585,:36059045:ewedRriCPE8HmzBhqsAzCy,duchenne muscular dystrophy,cramp1,1000.0,90.9090909090909
disease_disease,disease,disease,kg4rd:10679,kg4rd:5021,:36056946:ameGF2mcnSvmADY26rMU8q,duchenne muscular dystrophy,dilated cardiomyopathy,1000.0,1000.0
bioprocess_protein,biological_process,gene/protein,kg4rd:51668,kg4rd:1756,:36012442:m92NbmiZzdvwkinoWmZkQF,localization within membrane,dmd,93.33333333333333,1000.0
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3712,:36012334:E6DpnVcgmWF9ssyTyxknAn,duchenne muscular dystrophy,skeletal muscle hypertrophy,1000.0,1000.0
disease_protein,disease,gene/protein,kg4rd:19079,kg4rd:6607,:36012138:fAwPsKQSsAUKZVHyiF9xCs,proximal spinal muscular atrophy,smn2,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:6696,:36011296:iu33uRWVBMXaot7ehe9DpN,loss of ambulation,spp1,1000.0,1000.0
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:958,:36011296:EHksjQxjoBDe2zTKbgy25V,loss of ambulation,cd40,1000.0,1000.0
