relation,x_type,y_type,x_id,y_id
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1635
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7018
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1260
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3119
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:25406
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3287
disease_disease,disease,disease,kg4rd:10679,kg4rd:5021
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3119
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:5162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9113
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1277
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:762
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:1152
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:3323
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:1277
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5200283
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1288
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34392
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
bioprocess_protein,biological_process,gene/protein,kg4rd:45026,kg4rd:8204
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1649
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12824
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5216
disease_protein,disease,gene/protein,kg4rd:10399,kg4rd:2710
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:939
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:3391
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:608
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16367,kg4rd:2791
disease_disease,disease,disease,kg4rd:10679,kg4rd:16147
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3077
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2360
cellcomp_protein,cellular_component,gene/protein,kg4rd:31012,kg4rd:1605
disease_disease,disease,disease,kg4rd:10679,kg4rd:4995
disease_disease,disease,disease,kg4rd:10311,kg4rd:16147
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2877
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1685
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2650
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8056,kg4rd:10535
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_protein,disease,gene/protein,kg4rd:8054,kg4rd:9636
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7018
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2664
bioprocess_protein,biological_process,gene/protein,kg4rd:6955,kg4rd:101805492
phenotype_protein,effect/phenotype,gene/protein,kg4rd:271,kg4rd:7225
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9073
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:30692
bioprocess_protein,biological_process,gene/protein,kg4rd:10468,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:2791
bioprocess_protein,biological_process,gene/protein,kg4rd:31099,kg4rd:1756
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7222
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:822
disease_disease,disease,disease,kg4rd:4994,kg4rd:859193
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1292
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:100131564
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:1180
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19079,kg4rd:25406
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2107
disease_disease,disease,disease,kg4rd:10679,kg4rd:19056
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7402
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2020
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:598
disease_disease,disease,disease,kg4rd:19079,kg4rd:19056
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:8678
bioprocess_protein,biological_process,gene/protein,kg4rd:1901186,kg4rd:7026
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7618
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
anatomy_protein_present,anatomy,gene/protein,kg4rd:5090,kg4rd:1152
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100613
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2360
bioprocess_protein,biological_process,gene/protein,kg4rd:50728,kg4rd:2660
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:106144584
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8030,kg4rd:100785
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_disease,disease,disease,kg4rd:10679,kg4rd:15667
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:1756
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:1513
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:230
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2650
disease_disease,disease,disease,kg4rd:10679,kg4rd:816
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7009
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:7476
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:9067
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2859
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:939
anatomy_protein_present,anatomy,gene/protein,kg4rd:3661,kg4rd:4842
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:27306
disease_phenotype_positive,disease,effect/phenotype,kg4rd:7037,kg4rd:4322
phenotype_protein,effect/phenotype,gene/protein,kg4rd:25406,kg4rd:3676
anatomy_protein_present,anatomy,gene/protein,kg4rd:14895,kg4rd:3908
bioprocess_protein,biological_process,gene/protein,kg4rd:6954,kg4rd:57585
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:10020
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:8112
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25406
bioprocess_protein,biological_process,gene/protein,kg4rd:36145,kg4rd:84876
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:25406
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32198
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:6647
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:722
disease_disease,disease,disease,kg4rd:10679,kg4rd:19056
disease_phenotype_positive,disease,effect/phenotype,kg4rd:20121,kg4rd:9067
bioprocess_protein,biological_process,gene/protein,kg4rd:42246,kg4rd:3146
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:84892
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2344,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1036
bioprocess_protein,biological_process,gene/protein,kg4rd:65007,kg4rd:5144
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25267
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2360
disease_disease,disease,disease,kg4rd:10622,kg4rd:10679
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:158
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:717
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2721
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:171019
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:211
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2650
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:8767
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1582,kg4rd:8425
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:387
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:25280
disease_protein,disease,gene/protein,kg4rd:5045,kg4rd:8483
phenotype_phenotype,effect/phenotype,effect/phenotype,kg4rd:10807,kg4rd:689
phenotype_protein,effect/phenotype,gene/protein,kg4rd:2505,kg4rd:8425
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:945
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:77
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3010
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3676
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3146
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:518
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1654,kg4rd:8425
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:739
disease_protein,disease,gene/protein,kg4rd:7294,kg4rd:84624
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2098
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1639
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:32263
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3202,kg4rd:1756
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:871
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:2066
disease_phenotype_positive,disease,effect/phenotype,kg4rd:16147,kg4rd:1419
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:970
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3690
bioprocess_protein,biological_process,gene/protein,kg4rd:65007,kg4rd:7402
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:442117
disease_protein,disease,gene/protein,kg4rd:10311,kg4rd:9509
phenotype_protein,effect/phenotype,gene/protein,kg4rd:1635,kg4rd:6774
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:34392
disease_phenotype_positive,disease,effect/phenotype,kg4rd:19079,kg4rd:5200283
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:30061
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3677,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5162
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:33755
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12378
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12531
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:4798
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1635
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10311,kg4rd:1256
bioprocess_protein,biological_process,gene/protein,kg4rd:14834,kg4rd:2335
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:1644
disease_phenotype_positive,disease,effect/phenotype,kg4rd:4976,kg4rd:25435
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:4654
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:5165
disease_phenotype_positive,disease,effect/phenotype,kg4rd:8055,kg4rd:12378
bioprocess_protein,biological_process,gene/protein,kg4rd:19222,kg4rd:2099
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5728
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12595
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100662
disease_disease,disease,disease,kg4rd:10679,kg4rd:16620
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12037
disease_disease,disease,disease,kg4rd:5252,kg4rd:4992
disease_protein,disease,gene/protein,kg4rd:16147,kg4rd:1756
disease_disease,disease,disease,kg4rd:24530,kg4rd:14086
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:7269
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:406
disease_protein,disease,gene/protein,kg4rd:20121,kg4rd:6442
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2180
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:100295
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10651,kg4rd:5200283
disease_phenotype_positive,disease,effect/phenotype,kg4rd:757,kg4rd:41166
disease_disease,disease,disease,kg4rd:5298,kg4rd:10679
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:823
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:3678
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2180
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:31846
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:3162
anatomy_protein_present,anatomy,gene/protein,kg4rd:15230,kg4rd:924
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12532
phenotype_protein,effect/phenotype,gene/protein,kg4rd:3287,kg4rd:1756
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:6532
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:689
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:12332
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:5144
disease_protein,disease,gene/protein,kg4rd:10679,kg4rd:9748
disease_disease,disease,disease,kg4rd:10311,kg4rd:11305
disease_phenotype_positive,disease,effect/phenotype,kg4rd:10679,kg4rd:2597
