relation,x_type,y_type,x_id,y_id
disease_protein,disease,gene/protein,10679,6098
disease_phenotype_positive,disease,effect/phenotype,16147,3391
drug_effect,drug,effect/phenotype,6014,1945
disease_phenotype_positive,disease,effect/phenotype,16147,3323
disease_protein,disease,gene/protein,11486,79147
disease_phenotype_positive,disease,effect/phenotype,10679,3270
disease_protein,disease,gene/protein,10679,401093
disease_protein,disease,gene/protein,9047,7317
drug_effect,drug,effect/phenotype,15114,4324
disease_phenotype_positive,disease,effect/phenotype,10311,12100
disease_protein,disease,gene/protein,16147,1756
disease_phenotype_positive,disease,effect/phenotype,10679,3202
disease_protein,disease,gene/protein,9047,63035
disease_phenotype_positive,disease,effect/phenotype,10679,729
disease_protein,disease,gene/protein,10679,1756
disease_phenotype_positive,disease,effect/phenotype,10679,12664
bioprocess_protein,biological_process,gene/protein,1901186,7026
disease_phenotype_positive,disease,effect/phenotype,10311,3323
indication,drug,disease,16367,10679
disease_phenotype_positive,disease,effect/phenotype,10679,2098
bioprocess_protein,biological_process,gene/protein,43403,4654
disease_phenotype_positive,disease,effect/phenotype,10679,2150
bioprocess_protein,biological_process,gene/protein,31099,224
disease_phenotype_positive,disease,effect/phenotype,10679,7009
disease_protein,disease,gene/protein,18328,255738
disease_phenotype_positive,disease,effect/phenotype,10679,1644
disease_phenotype_positive,disease,effect/phenotype,15128,1010
disease_phenotype_positive,disease,effect/phenotype,10679,3010
indication,drug,disease,12645,20121
disease_phenotype_positive,disease,effect/phenotype,10679,31860
indication,drug,disease,6643,5298
disease_phenotype_positive,disease,effect/phenotype,10679,939
bioprocess_protein,biological_process,gene/protein,9058,1756
indication,drug,disease,255,10679
indication,drug,disease,15005,10679
bioprocess_protein,biological_process,gene/protein,31099,219
drug_effect,drug,effect/phenotype,6014,2013
disease_protein,disease,gene/protein,20121,1292
drug_protein,drug,gene/protein,1265,4642
disease_protein,disease,gene/protein,10679,387
phenotype_protein,effect/phenotype,gene/protein,2344,1756
indication,drug,disease,136,10679
disease_protein,disease,gene/protein,10679,6301
bioprocess_protein,biological_process,gene/protein,45445,4656
disease_phenotype_positive,disease,effect/phenotype,10679,100543
indication,drug,disease,399,10679
disease_disease,disease,disease,5021,10679
disease_phenotype_positive,disease,effect/phenotype,10679,2359
drug_effect,drug,effect/phenotype,202,2153
disease_disease,disease,disease,5252,4992
bioprocess_protein,biological_process,gene/protein,7623,406
indication,drug,disease,2587,10679
disease_protein,disease,gene/protein,20121,3908
disease_phenotype_positive,disease,effect/phenotype,10679,3202
disease_phenotype_positive,disease,effect/phenotype,10679,2090
disease_disease,disease,disease,10679,11305
disease_protein,disease,gene/protein,10679,4060
bioprocess_protein,biological_process,gene/protein,6954,7026
disease_phenotype_positive,disease,effect/phenotype,10679,2721
disease_phenotype_positive,disease,effect/phenotype,7947,1382
indication,drug,disease,635,10311
phenotype_protein,effect/phenotype,gene/protein,1324,1756
disease_phenotype_positive,disease,effect/phenotype,20121,5237
drug_effect,drug,effect/phenotype,1136,12664
bioprocess_protein,biological_process,gene/protein,31099,220
anatomy_protein_present,anatomy,gene/protein,1015,3934
disease_protein,disease,gene/protein,8054,9636
drug_protein,drug,gene/protein,860,2335
disease_protein,disease,gene/protein,20121,23345
disease_phenotype_positive,disease,effect/phenotype,5336,10834
indication,drug,disease,12645,10679
disease_phenotype_positive,disease,effect/phenotype,10679,3701
indication,drug,disease,11094,10679
indication,drug,disease,635,16971
bioprocess_protein,biological_process,gene/protein,35148,84624
disease_protein,disease,gene/protein,10679,3108
indication,drug,disease,12645,10679
disease_phenotype_positive,disease,effect/phenotype,43218,1324
bioprocess_protein,biological_process,gene/protein,45445,9748
indication,drug,disease,860,4994
disease_phenotype_positive,disease,effect/phenotype,10679,100543
disease_phenotype_positive,disease,effect/phenotype,10679,2650
disease_phenotype_positive,disease,effect/phenotype,10679,100295
disease_phenotype_positive,disease,effect/phenotype,10679,1644
disease_phenotype_positive,disease,effect/phenotype,10679,3077
disease_disease,disease,disease,10622,10679
disease_phenotype_positive,disease,effect/phenotype,10679,3287
phenotype_protein,effect/phenotype,gene/protein,25464,7026
indication,drug,disease,11921,10311
bioprocess_protein,biological_process,gene/protein,8610,2101
disease_phenotype_positive,disease,effect/phenotype,10679,7618
disease_protein,disease,gene/protein,20121,203859
drug_effect,drug,effect/phenotype,12645,2014
drug_protein,drug,gene/protein,15114,1576
disease_phenotype_positive,disease,effect/phenotype,10679,4000004
disease_phenotype_positive,disease,effect/phenotype,10679,9067
disease_phenotype_positive,disease,effect/phenotype,10311,5576
phenotype_protein,effect/phenotype,gene/protein,2505,6696
disease_protein,disease,gene/protein,10679,10061
disease_phenotype_positive,disease,effect/phenotype,7037,4322
bioprocess_protein,biological_process,gene/protein,6955,101805492
drug_protein,drug,gene/protein,15005,1756
disease_phenotype_positive,disease,effect/phenotype,10679,31371
disease_phenotype_positive,disease,effect/phenotype,10679,2859
disease_disease,disease,disease,10679,4995
disease_protein,disease,gene/protein,10679,7076
disease_phenotype_positive,disease,effect/phenotype,16098,3701
disease_protein,disease,gene/protein,10311,9509
disease_phenotype_positive,disease,effect/phenotype,10679,823
disease_phenotype_positive,disease,effect/phenotype,10679,2664
disease_protein,disease,gene/protein,10679,338758
bioprocess_protein,biological_process,gene/protein,30867,1756
drug_protein,drug,gene/protein,5016,1756
disease_protein,disease,gene/protein,20121,10020
disease_phenotype_positive,disease,effect/phenotype,10679,100543
disease_protein,disease,gene/protein,10679,54551
disease_phenotype_positive,disease,effect/phenotype,10679,518
disease_phenotype_positive,disease,effect/phenotype,10679,1397
drug_protein,drug,gene/protein,820,5144
disease_protein,disease,gene/protein,20121,1674
bioprocess_protein,biological_process,gene/protein,43696,9748
disease_protein,disease,gene/protein,9047,7403
disease_protein,disease,gene/protein,10679,3162
anatomy_protein_present,anatomy,gene/protein,5090,23476
disease_phenotype_positive,disease,effect/phenotype,10679,100812
disease_phenotype_positive,disease,effect/phenotype,10679,9067
bioprocess_protein,biological_process,gene/protein,50728,2660
anatomy_protein_absent,anatomy,gene/protein,2354,1756
drug_protein,drug,gene/protein,14132,7026
phenotype_protein,effect/phenotype,gene/protein,25406,3676
disease_protein,disease,gene/protein,16147,1756
bioprocess_protein,biological_process,gene/protein,16236,6093
disease_phenotype_positive,disease,effect/phenotype,8030,3687
exposure_bioprocess,,biological_process,C575255,140937
disease_phenotype_positive,disease,effect/phenotype,10679,708
drug_protein,drug,gene/protein,15114,27087
disease_protein,disease,gene/protein,10679,7846
disease_phenotype_positive,disease,effect/phenotype,10679,4000070
disease_phenotype_positive,disease,effect/phenotype,10679,3323
disease_phenotype_positive,disease,effect/phenotype,10679,4395
disease_phenotype_positive,disease,effect/phenotype,10679,2180
disease_phenotype_positive,disease,effect/phenotype,18881,2098
disease_phenotype_positive,disease,effect/phenotype,10679,8956
indication,drug,disease,9083,10679
bioprocess_protein,biological_process,gene/protein,10149,221476
drug_protein,drug,gene/protein,15258,4642
disease_phenotype_positive,disease,effect/phenotype,10679,7018
anatomy_protein_present,anatomy,gene/protein,1015,7402
anatomy_protein_present,anatomy,gene/protein,14895,1605
bioprocess_protein,biological_process,gene/protein,6954,57585
disease_phenotype_positive,disease,effect/phenotype,10679,1644
disease_phenotype_positive,disease,effect/phenotype,16899,200123
disease_protein,disease,gene/protein,10679,7402
disease_protein,disease,gene/protein,10679,199
phenotype_protein,effect/phenotype,gene/protein,3750,3934
anatomy_protein_absent,anatomy,gene/protein,2349,27306
indication,drug,disease,860,10679
bioprocess_protein,biological_process,gene/protein,19222,2099
phenotype_protein,effect/phenotype,gene/protein,3202,57585
anatomy_protein_present,anatomy,gene/protein,1377,1756
disease_protein,disease,gene/protein,10679,5728
disease_phenotype_positive,disease,effect/phenotype,10679,100512
disease_protein,disease,gene/protein,19079,6606
drug_effect,drug,effect/phenotype,4652,1644
disease_phenotype_positive,disease,effect/phenotype,10679,3323
disease_phenotype_positive,disease,effect/phenotype,10679,25169
disease_protein,disease,gene/protein,10679,57591
disease_protein,disease,gene/protein,20121,7273
disease_phenotype_positive,disease,effect/phenotype,10679,2094
bioprocess_protein,biological_process,gene/protein,33002,3596
disease_phenotype_positive,disease,effect/phenotype,10311,3323
disease_protein,disease,gene/protein,10679,7402
indication,drug,disease,860,10679
disease_phenotype_positive,disease,effect/phenotype,16147,7340
disease_protein,disease,gene/protein,5578,10394
disease_phenotype_positive,disease,effect/phenotype,10679,1417
disease_phenotype_positive,disease,effect/phenotype,20121,716
disease_protein,disease,gene/protein,9047,357
disease_phenotype_positive,disease,effect/phenotype,10679,1644
off-label use,drug,disease,52,10679
bioprocess_protein,biological_process,gene/protein,110148,6374
disease_phenotype_positive,disease,effect/phenotype,10679,2878
disease_protein,disease,gene/protein,10679,2934
indication,drug,disease,260,10679
disease_phenotype_positive,disease,effect/phenotype,10679,2360
disease_protein,disease,gene/protein,10311,1289
disease_phenotype_positive,disease,effect/phenotype,10679,3119
disease_phenotype_positive,disease,effect/phenotype,10679,25406
indication,drug,disease,1118,7263
disease_protein,disease,gene/protein,10679,3732
disease_phenotype_positive,disease,effect/phenotype,10679,5237
disease_phenotype_positive,disease,effect/phenotype,10679,12378
disease_phenotype_positive,disease,effect/phenotype,10679,969
indication,drug,disease,9083,1010441
disease_phenotype_positive,disease,effect/phenotype,10679,1324
disease_phenotype_positive,disease,effect/phenotype,10679,20110
indication,drug,disease,18206,4994
anatomy_protein_present,anatomy,gene/protein,15230,1756
drug_effect,drug,effect/phenotype,4997,25118
disease_phenotype_positive,disease,effect/phenotype,10679,1642
disease_protein,disease,gene/protein,10679,8204
disease_phenotype_positive,disease,effect/phenotype,10679,100543
disease_phenotype_positive,disease,effect/phenotype,10679,3202
disease_phenotype_positive,disease,effect/phenotype,15128,1943
phenotype_protein,effect/phenotype,gene/protein,3677,1756
disease_phenotype_positive,disease,effect/phenotype,10679,3202
disease_disease,disease,disease,16147,10679
disease_phenotype_positive,disease,effect/phenotype,10679,4322
indication,drug,disease,15010,10679
phenotype_phenotype,effect/phenotype,effect/phenotype,739,6000029
disease_phenotype_positive,disease,effect/phenotype,10679,9067
exposure_bioprocess,,biological_process,C007845,40011
indication,drug,disease,4418,10679
disease_protein,disease,gene/protein,10679,710
disease_phenotype_positive,disease,effect/phenotype,10399,1249
disease_protein,disease,gene/protein,10679,6647
disease_disease,disease,disease,10679,16147
disease_phenotype_positive,disease,effect/phenotype,10679,969
disease_phenotype_positive,disease,effect/phenotype,10679,939
disease_phenotype_positive,disease,effect/phenotype,10679,9113
disease_disease,disease,disease,10679,43218
disease_protein,disease,gene/protein,10679,10394
disease_phenotype_positive,disease,effect/phenotype,10679,939
disease_phenotype_positive,disease,effect/phenotype,10399,8244
disease_protein,disease,gene/protein,10679,107
disease_phenotype_positive,disease,effect/phenotype,20121,739
disease_disease,disease,disease,10679,10651
indication,drug,disease,8908,5301
disease_phenotype_positive,disease,effect/phenotype,10679,1649
disease_phenotype_positive,disease,effect/phenotype,10679,3701
disease_phenotype_positive,disease,effect/phenotype,10679,1756
disease_phenotype_positive,disease,effect/phenotype,10679,2093
bioprocess_protein,biological_process,gene/protein,32502,24145
disease_protein,disease,gene/protein,10679,442117
disease_protein,disease,gene/protein,10679,4121
disease_protein,disease,gene/protein,10311,1017
indication,drug,disease,612,10679
disease_protein,disease,gene/protein,10679,1756
indication,drug,disease,9081,10679
drug_effect,drug,effect/phenotype,6285,25736
disease_protein,disease,gene/protein,16147,7273
pathway_protein,pathway,gene/protein,R-HSA-75893,4090
phenotype_protein,effect/phenotype,gene/protein,25406,1756
disease_phenotype_positive,disease,effect/phenotype,10679,25406
drug_effect,drug,effect/phenotype,11921,1510
indication,drug,disease,9081,10679
disease_protein,disease,gene/protein,14893,1457
disease_phenotype_positive,disease,effect/phenotype,10679,100295
disease_phenotype_positive,disease,effect/phenotype,10311,3829
drug_effect,drug,effect/phenotype,1238,100785
anatomy_protein_present,anatomy,gene/protein,6110636,1756
disease_phenotype_positive,disease,effect/phenotype,10679,9063
disease_protein,disease,gene/protein,10679,7402
disease_phenotype_positive,disease,effect/phenotype,10311,25406
disease_protein,disease,gene/protein,10679,1152
drug_protein,drug,gene/protein,12888,7402
disease_protein,disease,gene/protein,10679,149076
disease_phenotype_positive,disease,effect/phenotype,10679,2091
disease_disease,disease,disease,19079,19056
exposure_bioprocess,,biological_process,C542291,6954
disease_phenotype_positive,disease,effect/phenotype,10679,9067
disease_phenotype_positive,disease,effect/phenotype,10679,939
disease_phenotype_positive,disease,effect/phenotype,10646,200123
indication,drug,disease,14984,10679
disease_phenotype_positive,disease,effect/phenotype,10679,32341
bioprocess_protein,biological_process,gene/protein,10149,24
disease_protein,disease,gene/protein,10679,51562
disease_protein,disease,gene/protein,10679,1029
disease_phenotype_positive,disease,effect/phenotype,10679,2757
exposure_bioprocess,,biological_process,D004967,3009
disease_phenotype_positive,disease,effect/phenotype,11925,6001147
disease_phenotype_positive,disease,effect/phenotype,10679,100543
disease_disease,disease,disease,18901,16147
disease_disease,disease,disease,10311,5027
drug_effect,drug,effect/phenotype,9083,31820
indication,drug,disease,18206,10679
disease_phenotype_positive,disease,effect/phenotype,10679,200123
disease_protein,disease,gene/protein,10679,3146
disease_phenotype_positive,disease,effect/phenotype,10311,9067
disease_protein,disease,gene/protein,10679,4712
disease_protein,disease,gene/protein,5180,5071
disease_protein,disease,gene/protein,10679,3480
disease_phenotype_positive,disease,effect/phenotype,10679,2344
indication,drug,disease,16337,10679
bioprocess_protein,biological_process,gene/protein,6954,1513
drug_protein,drug,gene/protein,12618,27035
disease_protein,disease,gene/protein,18881,3146
disease_phenotype_positive,disease,effect/phenotype,10679,9067
disease_phenotype_positive,disease,effect/phenotype,10679,3287
disease_protein,disease,gene/protein,4994,1756
disease_phenotype_positive,disease,effect/phenotype,10679,1250
disease_protein,disease,gene/protein,10679,54461
disease_phenotype_positive,disease,effect/phenotype,10679,12648
disease_phenotype_positive,disease,effect/phenotype,16147,1324
disease_disease,disease,disease,10311,11305
disease_phenotype_positive,disease,effect/phenotype,10679,100543
disease_phenotype_positive,disease,effect/phenotype,10311,1635
indication,drug,disease,790,10679
drug_effect,drug,effect/phenotype,16802,12819
disease_phenotype_positive,disease,effect/phenotype,10679,1263
disease_protein,disease,gene/protein,10679,6502
disease_phenotype_positive,disease,effect/phenotype,10679,1635
disease_phenotype_positive,disease,effect/phenotype,10679,10872
disease_phenotype_positive,disease,effect/phenotype,20121,3201
disease_phenotype_positive,disease,effect/phenotype,10679,3391
disease_phenotype_positive,disease,effect/phenotype,10679,3676
disease_protein,disease,gene/protein,10679,2697
drug_effect,drug,effect/phenotype,1238,737
bioprocess_protein,biological_process,gene/protein,65007,7402
disease_protein,disease,gene/protein,10679,2335
disease_phenotype_positive,disease,effect/phenotype,10679,1324
disease_disease,disease,disease,10679,2081
disease_protein,disease,gene/protein,10679,3934
disease_phenotype_positive,disease,effect/phenotype,10679,11675
indication,drug,disease,5016,10679
indication,drug,disease,15005,10679
indication,drug,disease,857,4678
disease_phenotype_positive,disease,effect/phenotype,10311,12593
bioprocess_protein,biological_process,gene/protein,48659,3162
anatomy_protein_present,anatomy,gene/protein,14895,5627
disease_phenotype_positive,disease,effect/phenotype,20121,9067
disease_phenotype_positive,disease,effect/phenotype,10311,9025
disease_phenotype_positive,disease,effect/phenotype,10679,164
molfunc_protein,molecular_function,gene/protein,9738,1756
disease_protein,disease,gene/protein,20121,2274
molfunc_protein,molecular_function,gene/protein,1902725,85457
disease_disease,disease,disease,4994,859193
phenotype_phenotype,effect/phenotype,effect/phenotype,25169,12719
disease_protein,disease,gene/protein,9675,825
bioprocess_protein,biological_process,gene/protein,43403,2335
exposure_protein,,gene/protein,D006854,10725
disease_protein,disease,gene/protein,10679,6885
